分詞,詞性,句法,變調
"一-寡-仔｜tsit8-kua2-a2 物-件｜mih8-kiann7 攏｜long2 無｜bo5 整-理｜tsing2-li2 。｜.
","['Neqa', 'Na', 'D', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 一-寡-仔｜tsit8-kua2-a2)
      (IP
        (VP
          (VV 物-件｜mih8-kiann7)
          (IP
            (VP
              (VV 攏｜long2)
              (IP (VP (VCD (VV 無｜bo5) (VV 整-理｜tsing2-li2)))))))))
    (PU 。｜.)))","['規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"過｜kue3 一-對-時｜tsit8-tui3-si5 ，｜, 才｜tsiah4 會｜e7 行-氣｜kiann5-khi3 。｜.
","['VCL', 'Neu', 'PUNC', 'Da', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (NN 過｜kue3) (NN 一-對-時｜tsit8-tui3-si5))
        (PU ，｜,)
        (NP (NN 才｜tsiah4) (NN 會｜e7) (NN 行-氣｜kiann5-khi3))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 來｜lai5 一-霎-仔-久｜tsit8-tiap4-a2-ku2 就｜to7 轉-去-矣｜tng2-khi3-ah4 。｜.
","['Nh', 'D', 'Nd', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (CP
        (IP
          (VP (VV 伊｜i1) (AS 來｜lai5))
          (SP 一-霎-仔-久｜tsit8-tiap4-a2-ku2))
        (SP 就｜to7)
        (SP 轉-去-矣｜tng2-khi3-ah4)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '仔前變調&', '規則變調', '本調#', '規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"你｜li2 才｜tsiah4 食｜tsiah8 一-點-仔｜tsit8-tiam2-a2 物-件｜mih8-kiann7 哪｜na2 會｜e7 飽｜pa2 ？｜?
","['Nh', 'Da', 'VC', 'Neqa', 'Na', 'D', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (VP (VV 你｜li2))
    (DFL (AD 才｜tsiah4))
    (PU 食｜tsiah8)
    (IP
      (NP (NN 一-點-仔｜tsit8-tiam2-a2) (NN 物-件｜mih8-kiann7))
      (NP (DP (DT 哪｜na2)) (NP (NN 會｜e7)))
      (VP (VA 飽｜pa2)))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"十｜tsap8 喙｜tshui3 九｜kau2 尻-川｜kha1-tshng1 。｜.
","['Neu', 'Na', 'Neu', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 十｜tsap8))
    (VP
      (VV 喙｜tshui3)
      (IP (VP (VCD (VV 九｜kau2) (VV 尻-川｜kha1-tshng1)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"飯｜png7 食-了｜tsiah8-liau2 才｜tsiah4 食｜tsiah8 果-子｜kue2-tsi2 。｜.
","['Na', 'VC', 'Da', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 飯｜png7)
        (NN 食-了｜tsiah8-liau2)
        (NN 才｜tsiah4)
        (NN 食｜tsiah8)
        (NN 果-子｜kue2-tsi2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"了-錢｜liau2-tsinn5 生-理｜sing1-li2 無｜bo5 人｜lang5 做｜tso3 。｜.
","['VH', 'Na', 'D', 'Na', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 了-錢｜liau2-tsinn5)
      (DFL (VV 生-理｜sing1-li2))
      (IP (VP (VV 無｜bo5) (IP (VP (VCD (VV 人｜lang5) (VV 做｜tso3)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"講｜kong2 了｜liau2 真｜tsin1 清-楚｜tshing1-tsho2 。｜.
","['VE', 'DE', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VRD (VA 講｜kong2) (VA 了｜liau2))
      (VRD (VA 真｜tsin1) (VA 清-楚｜tshing1-tsho2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"洗｜se2 了｜liau2 無｜bo5 清-氣｜tshing1-khi3 。｜.
","['VC', 'DE', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (NP (NN 洗｜se2) (NN 了｜liau2) (NN 無｜bo5))
    (VP (VV 清-氣｜tshing1-khi3))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"做｜tso3 牛｜gu5 著｜tioh8 拖｜thua1 ，｜, 做-人｜tso3-lang5 著｜tioh8 磨｜bua5 。｜.
","['VC', 'Na', 'D', 'VC', 'PUNC', 'VA', 'D', 'VC', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 做｜tso3)
      (IP
        (VP
          (VP (VV 牛｜gu5) (IP (VP (VSB (VV 著｜tioh8) (VV 拖｜thua1)))))
          (PU ，｜,)
          (VP
            (VV 做-人｜tso3-lang5)
            (IP (VP (VCD (VV 著｜tioh8) (VV 磨｜bua5))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"莫｜mai3 共｜ka7 人｜lang5 講｜kong2 ！｜!
","['D', 'P', 'Na', 'VE', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 莫｜mai3)
      (IP (VP (VV 共｜ka7) (IP (VP (VSB (VV 人｜lang5) (VV 講｜kong2)))))))
    (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人｜lang5 毋-管-啦｜m7-kuan2-lah4 ！｜!
","['Na', 'Na', 'PUNC']",(ROOT (DNP (FLR (SP 人｜lang5) (SP 毋-管-啦｜m7-kuan2-lah4)) (PU ！｜!))),"['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 人｜lang5 真｜tsin1 好｜ho2 。｜.
","['Nh', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 伊｜i1))
      (ADVP (AD 人｜lang5))
      (ADVP (AD 真｜tsin1))
      (VP (VA 好｜ho2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 昨-暝｜tsa1-me5 去｜khi3 予｜hoo7 人｜lang5 刣｜thai5 幾-若｜kui2-na7 刀｜to1 。｜.
","['Nh', 'Nd', 'D', 'P', 'Na', 'VC', 'Neu', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 伊｜i1))
    (VP
      (VP (VV 昨-暝｜tsa1-me5) (NP (NN 去｜khi3)))
      (VP
        (VV 予｜hoo7)
        (NP (NN 人｜lang5) (NN 刣｜thai5))
        (NP (ADVP (CS 幾-若｜kui2-na7)) (NP (NN 刀｜to1)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 欲｜beh4 買｜be2 一｜tsit8 刀｜to1 紙｜tsua2 。｜.
","['Nh', 'D', 'VC', 'Neu', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 伊｜i1)
        (NN 欲｜beh4)
        (NN 買｜be2)
        (NN 一｜tsit8)
        (NN 刀｜to1)
        (NN 紙｜tsua2)))
    (PU 。｜.)))","['規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"𪜶｜in1 頭-家｜thau5-ke1 真｜tsin1 𠢕｜gau5 共｜ka7 人｜lang5 刁｜tiau1 。｜.
","['Nh', 'Na', 'Dfa', 'D', 'P', 'Na', 'VHC', 'PUNC']","(ROOT
  (IP
    (NP
      (NP
        (NP
          (NP (NP (NN 𪜶｜in1) (NN 頭-家｜thau5-ke1)) (NP (NN 真｜tsin1)))
          (NP (NN 𠢕｜gau5)))
        (NP (NN 共｜ka7)))
      (NP (NN 人｜lang5)))
    (VP (VV 刁｜tiau1))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"卜｜poh4 看-覓-咧｜khuann3-mai7-leh4 ！｜!
","['VC', 'Na', 'PUNC']","(ROOT
  (IP (NP (NR 卜｜poh4)) (VP (VV 看-覓-咧｜khuann3-mai7-leh4)) (PU ！｜!)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 來｜lai5 卜｜pok4 一-下-仔｜tsit8-e7-a2 卦-咧｜kua3-leh4 。｜.
","['Nh', 'D', 'VC', 'Nd', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 我｜gua2))
      (VP
        (VV 來｜lai5)
        (NP (NN 卜｜pok4) (NN 一-下-仔｜tsit8-e7-a2) (NN 卦-咧｜kua3-leh4))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '本調#', '毋是台語']"
"食｜tsiah8 又｜iu7 欲｜beh4 食｜tsiah8 ，｜, 穡｜sit4 又｜iu7 毋｜m7 做｜tso3 ，｜, 真｜tsin1 害｜hai7 ！｜!
","['VC', 'D', 'D', 'VC', 'PUNC', 'Na', 'D', 'D', 'VC', 'PUNC', 'Dfa', 'VC', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP
          (VV 食｜tsiah8)
          (VP (VV 又｜iu7) (IP (VP (VSB (VV 欲｜beh4) (VV 食｜tsiah8))))))
        (PU ，｜,)
        (VP
          (VV 穡｜sit4)
          (VP (VV 又｜iu7) (DFL (VV 毋｜m7)) (IP (VP (VV 做｜tso3)))))))
    (PU ，｜,)
    (UCP (ADJP (ADJP (JJ 真｜tsin1)) (ADJP (JJ 害｜hai7))))
    (PU ！｜!)))","['規則變調', '規則變調', '再變調$', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '本調#', '毋是台語']"
"貓-仔｜niau1-a2 共｜ka7 鳥-鼠｜niau2-tshi2 掠-了-了-矣｜liah8-liau2-liau2-ah4 。｜.
","['Na', 'P', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP (VP (VV 貓-仔｜niau1-a2) (AS 共｜ka7)) (SP 鳥-鼠｜niau2-tshi2))
    (SP 掠-了-了-矣｜liah8-liau2-liau2-ah4)
    (PU 。｜.)))","['仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 个｜e5 袂-使｜be7-sai2 ，｜, 彼｜hit4 个｜e5 毋-通｜m7-thang1 ，｜, 全｜tsuan5 你｜li2 的｜e5 意-見-了-了｜i3-kian3-liau2-liau2 。｜.
","['Nep', 'Nf', 'D', 'PUNC', 'Nep', 'Nf', 'D', 'PUNC', 'Neqa', 'Nh', 'DE', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (IP (VP (VV 這｜tsit4) (IP (VP (VV 个｜e5)))))
      (VP (VV 袂-使｜be7-sai2)))
    (PU ，｜,)
    (IP
      (VP
        (NN 彼｜hit4)
        (NP (QP (CLP (M 个｜e5))) (NP (NN 毋-通｜m7-thang1)))))
    (PU ，｜,)
    (CP
      (IP (VP (ADVP (AD 全｜tsuan5)) (ADVP (AD 你｜li2)) (VP (VA 的｜e5))))
      (SP 意-見-了-了｜i3-kian3-liau2-liau2))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"時-機｜si5-ki1 誠｜tsiann5 䆀｜bai2 ，｜, 害｜hai7 我｜gua2 十-二｜tsap8-ji7 生-相｜senn1-siunn3 變-透-透｜pian3-thau3-thau3 嘛｜ma7 變-無-撚｜pian3-bo5-lian2 。｜.
","['Na', 'Dfa', 'VH', 'PUNC', 'VC', 'Nh', 'Neu', 'Na', 'Nc', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 時-機｜si5-ki1))
      (VP (ADVP (AD 誠｜tsiann5)) (VP (VV 䆀｜bai2))))
    (PU ，｜,)
    (IP
      (VP
        (IP
          (VP
            (ADVP (AD 害｜hai7))
            (VP (ADVP (AD 我｜gua2)) (VP (AD 十-二｜tsap8-ji7)))))
        (ADVP
          (ADVP (AD 生-相｜senn1-siunn3))
          (ADVP (AD 變-透-透｜pian3-thau3-thau3)))
        (VP (VV 嘛｜ma7) (VP (VV 變-無-撚｜pian3-bo5-lian2)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"分｜pun1 袂｜be7 平｜penn5 ，｜, 拍｜phah4 甲｜kah4 二-九-暝｜ji7-kau2-me5 。｜.
","['VC', 'D', 'VH', 'PUNC', 'VC', 'DE', 'Nd', 'PUNC']","(ROOT
  (IP
    (ADVP (AD 分｜pun1))
    (ADVP (AD 袂｜be7))
    (ADVP (AD 平｜penn5))
    (PU ，｜,)
    (NP (NN 拍｜phah4) (NN 甲｜kah4))
    (VP (VV 二-九-暝｜ji7-kau2-me5))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 才｜tsiah4 看｜khuann3 你｜li2 按-怎｜an2-tsuann2 十-八-變｜tsap8-peh4-pian3 。｜.
","['Nh', 'Da', 'VC', 'Nh', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜gua2))
    (VP
      (ADVP (AD 才｜tsiah4))
      (VP
        (VV 看｜khuann3)
        (NP
          (ADJP (JJ 你｜li2))
          (ADJP (JJ 按-怎｜an2-tsuann2))
          (NP (NN 十-八-變｜tsap8-peh4-pian3)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"了-工｜liau2-kang1 閣｜koh4 蝕-本｜sih8-pun2 。｜.
","['Na', 'D', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 了-工｜liau2-kang1)
      (IP (VP (VV 閣｜koh4) (NP (VV 蝕-本｜sih8-pun2)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜tsit4 冬｜tang1 割｜kuah4 稻-仔｜tiu7-a2 愛｜ai3 偌-濟｜gua7-tse7 人-工｜lang5-kang1 才｜tsiah4 做｜tso3 會｜e7 了｜liau2 ？｜?
","['Nep', 'Nf', 'VC', 'Na', 'D', 'Neqa', 'Na', 'Da', 'VC', 'D', 'DE', 'PUNC']","(ROOT
  (IP
    (VP
      (DEG 這｜tsit4)
      (CP
        (IP
          (NP (NN 冬｜tang1) (VV 割｜kuah4) (NN 稻-仔｜tiu7-a2))
          (VP
            (VP
              (VV 愛｜ai3)
              (IP
                (VP (VV 偌-濟｜gua7-tse7) (ADVP (AD 人-工｜lang5-kang1)))))
            (VP
              (ADVP (AD 才｜tsiah4))
              (VP (VV 做｜tso3) (IP (VP (VV 會｜e7)))))))
        (SP 了｜liau2)))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"臺-灣｜tai5-uan5 現-此-時｜hian7-tshu2-si5 的｜e5 人-工｜lang5-kang1 真｜tsin1 貴｜kui3 。｜.
","['Nc', 'Nd', 'DE', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (NP
      (NP
        (NN 臺-灣｜tai5-uan5)
        (NN 現-此-時｜hian7-tshu2-si5)
        (NN 的｜e5)
        (NN 人-工｜lang5-kang1))
      (NP (NN 真｜tsin1)))
    (VP (VA 貴｜kui3))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"恁｜lin2 囝-婿｜kiann2-sai3 的｜e5 人-才｜lang5-tsai5 生-做｜senn1-tso3 袂-䆀｜be7-bai2 。｜.
","['Nh', 'Na', 'DE', 'Na', 'VC', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 恁｜lin2)
      (VA 囝-婿｜kiann2-sai3)
      (VP
        (VA 的｜e5)
        (VP
          (VA 人-才｜lang5-tsai5)
          (VA 生-做｜senn1-tso3)
          (VA 袂-䆀｜be7-bai2))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜gua2 刁-工｜thiau1-kang1 來｜lai5 看-你｜khuann3-li2 。｜.
","['Nh', 'D', 'D', 'Na', 'PUNC']","(ROOT
  (NP
    (DFL (PN 我｜gua2))
    (NP
      (NP (PN 刁-工｜thiau1-kang1))
      (NP (PN 來｜lai5))
      (NP (PN 看-你｜khuann3-li2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 愈｜ju2 講｜kong2 ，｜, 伊｜i1 愈｜ju2 刁-工｜thiau1-kang1 。｜.
","['Nh', 'D', 'VE', 'PUNC', 'Nh', 'D', 'D', 'PUNC']","(ROOT
  (IP
    (VP
      (VV 你｜li2)
      (IP
        (VP
          (VSB (VV 愈｜ju2) (VV 講｜kong2))
          (PU ，｜,)
          (VP
            (VV 伊｜i1)
            (IP (VP (VV 愈｜ju2) (NP (NN 刁-工｜thiau1-kang1))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人-中｜jin5-tiong1 長｜tng5 的｜e5 人｜lang5 較｜khah4 長-歲-壽｜tng5-hue3-siu7 。｜.
","['Na', 'VH', 'DE', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 人-中｜jin5-tiong1))
      (VP
        (NP
          (NP (ADJP (JJ 長｜tng5)) (NP (JJ 的｜e5)))
          (ADJP (JJ 人｜lang5))
          (ADJP (JJ 較｜khah4))
          (NP (NN 長-歲-壽｜tng5-hue3-siu7)))))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人｜lang5 有｜u7 七-孔｜tshit4-khong2 。｜.
","['Na', 'V_2', 'Na', 'PUNC']","(ROOT
  (IP (NP (NT 人｜lang5) (NT 有｜u7) (NT 七-孔｜tshit4-khong2)) (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜i1 是｜si7 二-手｜ji7-tshiu2 ，｜, 毋｜m7 是｜si7 頭-手｜thau5-tshiu2 。｜.
","['Nh', 'SHI', 'Na', 'PUNC', 'D', 'SHI', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NP (NN 伊｜i1) (NN 是｜si7) (NN 二-手｜ji7-tshiu2))
        (PU ，｜,)
        (NP (NN 毋｜m7) (NN 是｜si7) (NN 頭-手｜thau5-tshiu2))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"物-件｜mih8-kiann7 買｜be2 二-手-的｜ji7-tshiu2-e5 較｜khah4 俗｜siok8 。｜.
","['Na', 'VC', 'Na', 'Dfa', 'VH', 'PUNC']","(ROOT
  (IP
    (VP
      (VA 物-件｜mih8-kiann7)
      (VA 買｜be2)
      (VP (VA 二-手-的｜ji7-tshiu2-e5) (VCD (VA 較｜khah4) (VA 俗｜siok8))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜li2 莫｜mai3 共｜ka7 伊｜i1 刁-古-董｜tiau1-koo2-tong2 。｜.
","['Nh', 'D', 'P', 'Nh', 'Na', 'PUNC']","(ROOT
  (IP
    (DFL (PN 你｜li2))
    (NP (PN 莫｜mai3))
    (DFL (PN 共｜ka7) (PN 伊｜i1) (PN 刁-古-董｜tiau1-koo2-tong2))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"較-早｜khah4-tsa2 的｜e5 人｜lang5 認-為｜jin7-ui5 飼｜tshi7 查-某-囝｜tsa1-boo2-kiann2 了-本｜liau2-pun2 ，｜, 無｜bo5 予｜hoo7 𪜶｜in1 讀｜thak8 偌-濟｜gua7-tse7 冊｜tsheh4 。｜.
","['Nd', 'DE', 'Na', 'VE', 'VC', 'Na', 'Na', 'PUNC', 'D', 'P', 'Nh', 'VC', 'Neqa', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (NP (NP (NN 較-早｜khah4-tsa2)) (NP (NN 的｜e5)))
      (NP (NN 人｜lang5)))
    (VP
      (VV 認-為｜jin7-ui5)
      (IP
        (IP
          (VP
            (ADVP (AD 飼｜tshi7))
            (VP (VV 查-某-囝｜tsa1-boo2-kiann2) (DP (DT 了-本｜liau2-pun2)))))
        (PU ，｜,)
        (VP
          (VE 無｜bo5)
          (VP
            (VV 予｜hoo7)
            (IP
              (VP
                (VV 𪜶｜in1)
                (IP
                  (VP
                    (VV 讀｜thak8)
                    (NP (NP (NR 偌-濟｜gua7-tse7)) (NP (NN 冊｜tsheh4)))))))))))
    (PU 。｜.)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"刀-石｜to1-tsioh8 提-來｜theh8-lai5 磨｜bua5 刀-仔｜to1-a2 。｜.
","['Na', 'VC', 'VC', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (NP
        (NN 刀-石｜to1-tsioh8)
        (NN 提-來｜theh8-lai5)
        (NN 磨｜bua5)
        (NN 刀-仔｜to1-a2)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '仔前變調&', '本調#', '毋是台語']"
"媠｜sui2 ，｜, 媠｜sui2 無｜bo5 十-全｜tsap8-tsng5 ；｜; 䆀｜bai2 ，｜, 䆀｜bai2 無｜bo5 加-圇｜ka1-nng5 。｜.
","['VH', 'PUNC', 'VH', 'D', 'Neu', 'PUNC', 'VH', 'PUNC', 'VH', 'D', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VP (VA 媠｜sui2))
        (PU ，｜,)
        (VP (VA 媠｜sui2))
        (VP (ADVP (AD 無｜bo5)) (VP (VA 十-全｜tsap8-tsng5)))))
    (PU ；｜;)
    (IP (VP (VA 䆀｜bai2)))
    (PU ，｜,)
    (NP (DNP (NP (DFL (DEC 䆀｜bai2) (DEC 無｜bo5))) (SP 加-圇｜ka1-nng5)))
    (PU 。｜.)))","['規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"算-命｜sng3-mia7 仙-的｜sian1-e5 講｜kong2 𪜶｜in1 兩｜nng7 人｜lang5 的｜e5 八-字｜peh4-ji7 袂-合｜be7-hah8 。｜.
","['Na', 'Na', 'VE', 'Nh', 'Neu', 'Na', 'DE', 'Na', 'VB', 'PUNC']","(ROOT
  (IP
    (NP
      (DNP (NP (NN 算-命｜sng3-mia7)) (DEG 仙-的｜sian1-e5))
      (NP (NR 講｜kong2)))
    (VP
      (VP
        (VV 𪜶｜in1)
        (NP
          (NP (QP (CD 兩｜nng7)) (NP (NN 人｜lang5)))
          (QP (CD 的｜e5))
          (NP (NN 八-字｜peh4-ji7))))
      (VP (VV 袂-合｜be7-hah8)))
    (PU 。｜.)))","['規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
