分詞,詞性,句法,變調
"就｜Tiō 有｜ū 歡-喜-的｜huann-hí-ê 心-情｜sim-tsîng 當｜tong 然｜liân 佮｜kah 我｜guá 緣｜iân 上｜sio̍k 深｜tshim 的｜Ê ，｜, 是｜Sī 阮｜gún 兜｜tau 兩-个｜nn̄g-ê 查-某-囝｜tsa-bóo-kiánn ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (CP
          (IP (VP (ADVP (AD 就｜Tiō)) (VP (VE 有｜ū))))
          (DEC 歡-喜-的｜huann-hí-ê))
        (NP (NN 心-情｜sim-tsîng)))
      (VP
        (VV 當｜tong)
        (IP
          (VP
            (ADVP (AD 然｜liân))
            (VP
              (VV 佮｜kah)
              (CP
                (IP
                  (NP (PN 我｜guá))
                  (VP
                    (LCP (NP (NN 緣｜iân)) (LC 上｜sio̍k))
                    (VP (VA 深｜tshim))))
                (DEC 的｜Ê)))))))
    (PU ，｜,)
    (IP
      (VP
        (VC 是｜Sī)
        (IP
          (NP (NR 阮｜gún))
          (VP
            (VV 兜｜tau)
            (NP
              (QP (CLP (M 兩-个｜nn̄g-ê)))
              (NP (NN 查-某-囝｜tsa-bóo-kiánn))))))
      (PU ，｜,))))","['規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"大-漢｜Tuā-hàn 的｜ne 這｜tsit 馬｜ma 拄-好｜tú-hó 十-八｜tsa̍p-peh 一｜tsi̍t 蕊｜luí 花｜hue ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (FRAG
    (NP
      (DNP (NP (NR 大-漢｜Tuā-hàn)) (DEG 的｜ne))
      (DP (DT 這｜tsit))
      (NP (NN 馬｜ma))
      (QP (ADJP (JJ 拄-好｜tú-hó)) (QP (CD 十-八｜tsa̍p-peh)))
      (QP (CD 一｜tsi̍t) (CLP (M 蕊｜luí)))
      (NP (NN 花｜hue)))
    (PU ，｜,)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"細-漢-的｜Sè-hàn-ê ，｜,
","['Na', 'PUNC']","(ROOT (FRAG (DEG 細-漢-的｜Sè-hàn-ê) (PU ，｜,)))","['規則變調', '本調#', '本調#', '毋是台語']"
"誠｜Tsiânn 緊｜kín 就｜tiō 會｜ē 滿｜muá 十-八｜tsa̍p-peh
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 誠｜Tsiânn))
    (VP
      (VP (VA 緊｜kín))
      (VP
        (ADVP (AD 就｜tiō))
        (VP (VV 會｜ē) (VP (VV 滿｜muá) (QP (CD 十-八｜tsa̍p-peh))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"囡-仔-的｜Gín-á-ê 語-感｜gī-kang 會｜ē 足｜tsiok 專｜tsuan 長｜tióng 心-胸｜sim-hing 會｜ē 有｜ū 包｜pau 容｜iông
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (DEG 囡-仔-的｜Gín-á-ê)
    (IP
      (NP (NN 語-感｜gī-kang))
      (VP
        (VV 會｜ē)
        (VP
          (VV 足｜tsiok)
          (IP
            (NP
              (ADJP (ADVP (AD 專｜tsuan)) (ADJP (JJ 長｜tióng)))
              (NP (NN 心-胸｜sim-hing)))
            (VP
              (VV 會｜ē)
              (VP (VE 有｜ū) (IP (NP (NN 包｜pau)) (VP (VV 容｜iông)))))))))))","['仔前變調&', '本調#', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"來｜Lâi 臺-北｜tâi-pak 教-冊｜kà-tsheh ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (FRAG
    (NP
      (IP (VP (VV 來｜Lâi) (NP (NR 臺-北｜tâi-pak))))
      (NP (NN 教-冊｜kà-tsheh)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"已-經｜Í-king 滿｜muá 十-八｜tsa̍p-peh 冬-矣｜tang-ah ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (NP
    (ADVP (AD 已-經｜Í-king))
    (NP
      (QP (ADVP (AD 滿｜muá)) (QP (CD 十-八｜tsa̍p-peh)))
      (NP (SP 冬-矣｜tang-ah)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"族｜Tso̍k 群｜kûn 多｜to 元｜guân ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 族｜Tso̍k) (NN 群｜kûn))
    (VP (QP (CD 多｜to) (CLP (M 元｜guân))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"有｜Ū 山｜suann 有｜ū 海｜hái ，｜, 是｜Sī 在｜tsāi 地｜tè 人｜lâng 的｜ê 好｜hó 所-在｜sóo-tsāi 外｜Guā 地｜tè 人｜lâng 的｜ê 新｜sin 故-鄉｜kòo-hiong
","['Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VP
        (VP (VE 有｜Ū) (NP (NN 山｜suann)))
        (VP (VE 有｜ū) (NP (NN 海｜hái))))
      (PU ，｜,)
      (VP
        (VC 是｜Sī)
        (VP
          (PP
            (P 在｜tsāi)
            (LCP
              (NP
                (DNP (NP (NN 地｜tè) (NN 人｜lâng)) (DEC 的｜ê))
                (ADJP (JJ 好｜hó))
                (NP (NN 所-在｜sóo-tsāi)))
              (LC 外｜Guā)))
          (ADVP (NN 地｜tè))
          (VP
            (NP
              (DNP (NP (NN 人｜lâng)) (DEG 的｜ê))
              (ADJP (JJ 新｜sin))
              (NP (NN 故-鄉｜kòo-hiong)))))))))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#']"
"十-八｜Tsa̍p-peh 冬｜tang 來｜lâi ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (QP (CD 十-八｜Tsa̍p-peh)) (NP (NN 冬｜tang)))
    (VP (VV 來｜lâi))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"學-生｜Ha̍k-sing 來-來｜lâi-lâi 去-去｜khí-khì ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NN 學-生｜Ha̍k-sing))
    (NP (NR 來-來｜lâi-lâi))
    (VP (VV 去-去｜khí-khì))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '本調#', '毋是台語']"
"我｜Guá 對｜uī 阿-姊｜a-tsí ，｜, 變-做｜Piàn-tsò 阿-姨｜a-î
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (PP (P 對｜uī) (NP (NR 阿-姊｜a-tsí)))
      (PU ，｜,)
      (VP (VV 變-做｜Piàn-tsò) (NP (NN 阿-姨｜a-î))))))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#']"
"十-八｜Tsa̍p-peh 冬｜tang 前｜tsîng 上｜siōng 英-語｜ing-gí 問｜mn̄g 年-歲｜nî-huè
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (LCP
        (NP (QP (CD 十-八｜Tsa̍p-peh)) (NP (NN 冬｜tang)))
        (LC 前｜tsîng))
      (VP
        (VP (VV 上｜siōng) (NP (NN 英-語｜ing-gí)))
        (VP (VV 問｜mn̄g) (NP (NN 年-歲｜nî-huè)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"我｜Guá 攏｜lóng 嘛｜mà 講-我｜kóng-guá 十-八｜tsa̍p-peh 一｜tsi̍t 蕊｜luí 花｜hue ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 攏｜lóng)
      (FLR (SP 嘛｜mà))
      (NP
        (NP (PN 講-我｜kóng-guá))
        (QP (CD 十-八｜tsa̍p-peh))
        (QP (CD 一｜tsi̍t) (CLP (M 蕊｜luí)))
        (NP (NN 花｜hue))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"目｜Ba̍k 一-下｜tsi̍t-ê 𥍉｜nî ，｜, 厭-氣｜Iàn-khì 啦｜la
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na']","(ROOT
  (CP
    (IP
      (NP (NN 目｜Ba̍k))
      (VP
        (VP (ADVP (AD 一-下｜tsi̍t-ê)) (VP (VV 𥍉｜nî)))
        (PU ，｜,)
        (VP (VV 厭-氣｜Iàn-khì))))
    (SP 啦｜la)))","['規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#']"
"時-間｜Sî-kan 無｜bô 情｜tsîng
","['Na', 'Na', 'Na']",(ROOT (IP (NP (NN 時-間｜Sî-kan)) (VP (VE 無｜bô) (NP (NN 情｜tsîng))))),"['規則變調', '規則變調', '規則變調', '本調#']"
"無｜Bô 分｜hun 大-細｜tuā-sè ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT (IP (VP (VE 無｜Bô) (NP (NN 分｜hun) (NN 大-細｜tuā-sè))) (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"日-子｜Ji̍t-tsí 一｜tsi̍t 工｜kang 一｜tsi̍t 工｜kang 過｜kuè ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (NP (NN 日-子｜Ji̍t-tsí))
        (NP (QP (CD 一｜tsi̍t)) (NP (NN 工｜kang)))
        (QP (CD 一｜tsi̍t))
        (NP (NN 工｜kang)))
      (VP (VV 過｜kuè)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"故-鄉｜Kòo-hiong 變｜piān 他｜thann 鄉｜hiong
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (NN 故-鄉｜Kòo-hiong))
    (VP (VV 變｜piān) (NP (NP (PN 他｜thann)) (NP (NN 鄉｜hiong))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"他｜Thann 鄉｜hiong 變｜piàn 故-鄉｜kòo-hiong
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (PN 他｜Thann))
    (IP (NP (NN 鄉｜hiong)) (VP (VV 變｜piàn) (NP (NN 故-鄉｜kòo-hiong))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"嘛｜Mà 有｜ū 十-八｜tsa̍p-peh 一｜tsi̍t 蕊｜luí 花｜hue ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 嘛｜Mà))
      (VP
        (VE 有｜ū)
        (NP
          (QP (CD 十-八｜tsa̍p-peh))
          (QP (CD 一｜tsi̍t) (CLP (M 蕊｜luí)))
          (NP (NN 花｜hue)))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"十-八｜Tsa̍p-peh 條｜tiâu 藝-術｜gē-su̍t 人｜lîn 文｜bûn 路｜lōo 線｜suànn 予｜hōo 咱｜lán 四-界｜sì-kè 踅｜se̍h ，｜, 認-捌｜Jīn-bat 土｜thóo 地｜tè
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP
      (QP (CD 十-八｜Tsa̍p-peh) (CLP (M 條｜tiâu)))
      (NP
        (NN 藝-術｜gē-su̍t)
        (NN 人｜lîn)
        (NN 文｜bûn)
        (NN 路｜lōo)
        (NN 線｜suànn)))
    (VP
      (VP
        (VV 予｜hōo)
        (NP (NP (PN 咱｜lán)) (NP (NN 四-界｜sì-kè) (NN 踅｜se̍h))))
      (PU ，｜,)
      (PRN (NP (NN 認-捌｜Jīn-bat)) (DVP (VP (VA 土｜thóo)) (DEV 地｜tè))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#']"
"阮｜Gún 輔｜hú 導｜tō 團｜thuân 共｜kā 十-八｜tsa̍p-peh 編-做｜piàn-tsò 臺-語｜tâi-gí 冊｜tsheh 欲｜beh 予｜hōo 新｜Sin 北｜pak 市｜tshī 的｜ê 囡-仔｜gín-á ，｜, 心-內｜Sim-lāi 有｜ū 十-八｜tsa̍p-peh
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (IP
      (NP (NR 阮｜Gún))
      (VP
        (VV 輔｜hú)
        (IP
          (VP
            (VP (VV 導｜tō) (NP (NN 團｜thuân)))
            (IP
              (QP (ADVP (AD 共｜kā)) (QP (CD 十-八｜tsa̍p-peh)))
              (VP
                (VP
                  (VV 編-做｜piàn-tsò)
                  (NP (NN 臺-語｜tâi-gí) (NN 冊｜tsheh)))
                (VP
                  (VV 欲｜beh)
                  (VP
                    (VV 予｜hōo)
                    (NP
                      (DNP
                        (NP
                          (ADJP (JJ 新｜Sin))
                          (NP (NN 北｜pak) (NN 市｜tshī)))
                        (DEG 的｜ê))
                      (NP (NN 囡-仔｜gín-á)))))))))))
    (PU ，｜,)
    (IP (NP (NN 心-內｜Sim-lāi)) (VP (VE 有｜ū) (QP (CD 十-八｜tsa̍p-peh))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '仔前變調&', '本調#', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"開｜Khui 出｜tshut 母-語｜bú-gí 上｜sióng 媠-的｜suí-ê 一｜tsi̍t 蕊｜luí 花｜hue
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VRD (VV 開｜Khui) (VV 出｜tshut))
      (NP
        (DNP (LCP (NP (NN 母-語｜bú-gí)) (LC 上｜sióng)) (DEG 媠-的｜suí-ê))
        (QP (CD 一｜tsi̍t) (CLP (M 蕊｜luí)))
        (NP (NN 花｜hue))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#']"
"SIL｜SIL
",['Na'],(ROOT (FRAG (NR SIL｜SIL))),['毋是台語']
"第｜Tē 四｜sì 篇｜phinn ，｜,
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (INC (QP (QP (OD 第｜Tē)) (QP (CD 四｜sì) (CLP (M 篇｜phinn)))) (PU ，｜,)))","['規則變調', '規則變調', '本調#', '毋是台語']"
"枋｜Pang 橋｜kiô 查-某｜tsa-bóo 純｜sûn 情｜tsîng 曲｜khik
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP
      (NP (QP (OD 枋｜Pang)) (NP (NN 橋｜kiô)))
      (DP (DT 查-某｜tsa-bóo))
      (ADJP (JJ 純｜sûn))
      (NP (NN 情｜tsîng)))
    (VP (VV 曲｜khik))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"作｜Tsok 者｜tsiá 王｜ông 秀-容｜siu-ióng
","['Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 作｜Tsok)
      (NP (NP (NN 者｜tsiá)) (NP (NR 王｜ông) (NR 秀-容｜siu-ióng))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"枋｜Pang 橋｜kiô 有｜ū 無｜bô 純｜sûn 情｜tsîng 的｜ê 古-早｜kóo-tsá 歌｜kua 嘛｜Mà 有｜ū 純｜sûn 情｜tsîng 的｜ê 現｜hiàn 代｜tài 歌｜kua
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (QP (OD 枋｜Pang)) (NP (NN 橋｜kiô)))
    (VP
      (VE 有｜ū)
      (NP
        (CP
          (IP
            (VP (VE 無｜bô) (NP (ADJP (JJ 純｜sûn)) (NP (NN 情｜tsîng)))))
          (DEG 的｜ê))
        (NP (NT 古-早｜kóo-tsá) (NN 歌｜kua))))
    (FLR
      (SP 嘛｜Mà)
      (NP
        (CP
          (IP (VP (VE 有｜ū) (NP (ADJP (JJ 純｜sûn)) (NP (NN 情｜tsîng)))))
          (DEG 的｜ê))
        (ADJP (JJ 現｜hiàn))
        (ADJP (JJ 代｜tài))
        (NP (NN 歌｜kua))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '本調#']"
"無｜Bô 嘛｜mà 有｜ū 聽-過｜thiann-kuè ，｜,
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (VE 無｜Bô) (FLR (SP 嘛｜mà)) (VP (VE 有｜ū) (AS 聽-過｜thiann-kuè)))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這｜Tsit 條｜tiâu 歌｜kua 定-定｜tiānn-tiānn 予｜hōo 查-埔｜tsa-poo 查-某｜tsa-bóo 相-諍｜sio-tsènn 相｜sio 剾-洗｜khau-sé
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP (DP (DT 這｜Tsit) (CLP (M 條｜tiâu))) (NP (NN 歌｜kua)))
    (VP
      (VP
        (VP (VA 定-定｜tiānn-tiānn))
        (VP
          (VV 予｜hōo)
          (NP
            (NP (NR 查-埔｜tsa-poo))
            (DP (DT 查-某｜tsa-bóo))
            (NP (NN 相-諍｜sio-tsènn)))))
      (VP (ADVP (AD 相｜sio)) (VP (VV 剾-洗｜khau-sé))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"真｜Tsin 正｜tsiann 是｜sī 良-心｜liông-sim 予｜hōo 狗｜káu 哺｜pōo 死｜Sí 無-天-良｜bô-thian-liông 的｜ê 查-埔｜tsa-poo 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 真｜Tsin))
      (ADVP (AD 正｜tsiann))
      (VP
        (VC 是｜sī)
        (IP
          (NP (NN 良-心｜liông-sim))
          (VP
            (VV 予｜hōo)
            (NP (NN 狗｜káu) (NN 哺｜pōo))
            (NP
              (CP
                (IP (VP (VV 死｜Sí) (NP (NN 無-天-良｜bô-thian-liông))))
                (DEC 的｜ê))
              (NP (NR 查-埔｜tsa-poo)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '本調#', '毋是台語']"
"莫｜Mài 受-氣｜siū-khì 莫｜mài 受｜siūnn 氣｜khì ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 莫｜Mài))
      (VP
        (VV 受-氣｜siū-khì)
        (IP (VP (ADVP (AD 莫｜mài)) (VP (VV 受｜siūnn) (NP (NN 氣｜khì)))))))
    (PU ，｜,)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"毋-是｜M̄-sī 干｜kan 焦｜tann 查-某｜tsa-bóo 的｜ê 咧｜lê 抗-議｜khòng-gī
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VC 毋-是｜M̄-sī)
      (VP
        (VV 干｜kan)
        (NP
          (NP (NN 焦｜tann))
          (DNP (DP (DT 查-某｜tsa-bóo)) (DEG 的｜ê))
          (NP (NN 咧｜lê) (NN 抗-議｜khòng-gī)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '再變調$', '規則變調', '本調#']"
"查-埔｜Tsa-poo 的｜ê 聽-了｜thiann-liáu 嘛｜mà 真｜tsin 厭-氣｜iàn-khì ，｜, 查-埔-人｜Tsa-poo-lâng 的｜ê 面-子｜Bīn-tsú 卸｜siá 無-去｜bô-khì ，｜,
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP
        (DNP (NP (NR 查-埔｜Tsa-poo)) (DEG 的｜ê))
        (NP (NN 聽-了｜thiann-liáu)))
      (FLR (SP 嘛｜mà))
      (VP (ADVP (AD 真｜tsin)) (VP (VV 厭-氣｜iàn-khì))))
    (PU ，｜,)
    (IP
      (NP
        (DNP (NP (NN 查-埔-人｜Tsa-poo-lâng)) (DEG 的｜ê))
        (NP (NN 面-子｜Bīn-tsú)))
      (VP (VV 卸｜siá) (VP (VV 無-去｜bô-khì))))
    (PU ，｜,)))","['規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"這-个｜Tsit-ê 坐｜tsē 火-車｜hué-tshia 的｜ê 豬-哥｜ti-ko 無｜bô 情｜tsîng 無｜bô 義｜gī 無｜bô 志-氣｜tsì-khì 男-子-漢｜Lâm-tsú-hàn 大-丈-夫｜tāi-tiōng-hu
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (NP
      (DP (DT 這-个｜Tsit-ê))
      (CP (IP (VP (VV 坐｜tsē) (NP (NN 火-車｜hué-tshia)))) (DEC 的｜ê))
      (NP (NN 豬-哥｜ti-ko)))
    (VP
      (VP (VE 無｜bô) (NP (NN 情｜tsîng)))
      (VP (VE 無｜bô) (NP (NN 義｜gī)))
      (VP
        (VE 無｜bô)
        (NP
          (NP (NN 志-氣｜tsì-khì))
          (NP (NR 男-子-漢｜Lâm-tsú-hàn) (NN 大-丈-夫｜tāi-tiōng-hu)))))))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
"變｜Piàn 足｜tsiok 細-漢｜sè-hàn 塗-豆｜thôo-tāu 麩｜hu
","['Na', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (IP
    (VP
      (VV 變｜Piàn)
      (NP
        (NP (NN 足｜tsiok))
        (NP (NR 細-漢｜sè-hàn))
        (NP (NN 塗-豆｜thôo-tāu) (NN 麩｜hu))))))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#']"
