分詞,詞性,句法,變調
"恁｜Lín 某｜bóo 敢｜kám 知-影｜tsai-iánn 你｜lí 著｜tio̍h 愛-國-獎-券｜ài-kok-tsióng-kuàn ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (ADVP (AD 恁｜Lín))
    (DP (DT 某｜bóo))
    (VP
      (VP (VV 敢｜kám) (VP (VV 知-影｜tsai-iánn) (NP (PN 你｜lí))))
      (AS 著｜tio̍h)
      (NP (NN 愛-國-獎-券｜ài-kok-tsióng-kuàn)))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 敢｜kám 知-影｜tsai-iánn 恁｜lín 翁｜ang 佇｜tī 外-口｜guā-kháu 有｜ū 查-某｜tsa-bóo ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 你｜Lí))
    (VP
      (VV 敢｜kám)
      (IP
        (NP (NN 知-影｜tsai-iánn))
        (VP
          (VV 恁｜lín)
          (IP
            (VP
              (LCP (NP (NN 翁｜ang) (NN 佇｜tī)) (LC 外-口｜guā-kháu))
              (VP (VE 有｜ū) (NP (NN 查-某｜tsa-bóo))))))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"恁｜Lín 姼-仔｜tshit-á 欲｜beh 去｜khì 抑-是｜a̍h-sī 毋｜m̄ 去｜khì ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 恁｜Lín) (NR 姼-仔｜tshit-á))
    (VP
      (VV 欲｜beh)
      (VP
        (VV 去｜khì)
        (VP
          (VV 抑-是｜a̍h-sī)
          (IP (VP (ADVP (AD 毋｜m̄)) (VP (VV 去｜khì)))))))
    (PU ？｜?)))","['規則變調', '仔前變調&', '本調#', '再變調$', '再變調$', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"恁｜Lín 厝-內-人｜tshù-lāi-lâng 知-影｜tsai-iánn 你｜lí 偷｜thau 人｜lâng 物-件｜mi̍h-kiānn 抑-是｜a̍h-sī 毋｜m̄ 知-影｜tsai-iánn ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 恁｜Lín)
        (NP (NN 厝-內-人｜tshù-lāi-lâng) (NN 知-影｜tsai-iánn))))
    (NP (PN 你｜lí))
    (VP
      (VP (VV 偷｜thau) (NP (NP (NN 人｜lâng)) (NP (NN 物-件｜mi̍h-kiānn))))
      (VP
        (ADVP (AD 抑-是｜a̍h-sī))
        (ADVP (AD 毋｜m̄))
        (VP (VV 知-影｜tsai-iánn))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"想｜Siūnn 會｜ē 通｜thong 想｜siūnn 袂｜bē 通｜thong 攏｜lóng 無｜bô 要-緊｜iàu-kín ，｜, 乖-乖-仔｜kuai-kuai-á 聽｜thiann 頭-家｜thâu-ke 的｜ê 話｜uē 就｜tō 著-矣｜tio̍h-ah 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 想｜Siūnn)
        (IP
          (VP
            (VV 會｜ē)
            (VP
              (VV 通｜thong)
              (IP
                (VP
                  (VV 想｜siūnn)
                  (IP
                    (VP
                      (VV 袂｜bē)
                      (DFL (VV 通｜thong))
                      (VP
                        (VV 攏｜lóng)
                        (IP (VP (VE 無｜bô) (NP (VA 要-緊｜iàu-kín))))))))))))))
    (PU ，｜,)
    (IP
      (NP (NN 乖-乖-仔｜kuai-kuai-á))
      (VP
        (VP
          (VV 聽｜thiann)
          (NP (DNP (NP (NN 頭-家｜thâu-ke)) (DEG 的｜ê)) (NP (NN 話｜uē))))
        (VP (ADVP (AD 就｜tō)) (ADVP (SP 著-矣｜tio̍h-ah)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '仔前變調&', '本調#', '規則變調', '規則變調', '本調#', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"伊｜I 猶-未｜iáu-bē 來｜lâi 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 伊｜I))
    (VP (ADVP (AD 猶-未｜iáu-bē)) (VP (VV 來｜lâi)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 猶-未｜iáu-bē 揣-著｜tshuē-tio̍h 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP (ADVP (AD 猶-未｜iáu-bē)) (VP (VV 揣-著｜tshuē-tio̍h)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"逐-家｜Ta̍k-ke 攏｜lóng 猶-未｜iáu-bē 食-了｜tsia̍h-liáu 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 逐-家｜Ta̍k-ke))
      (VP (VV 攏｜lóng) (ADVP (AD 猶-未｜iáu-bē)))
      (SP 食-了｜tsia̍h-liáu))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"猶-未｜Iáu-bē 到｜kàu 美-國｜Bí-kok ，｜, 伊｜i 就｜tō 開-始｜khai-sí 咧｜leh 煩-惱｜huân-ló 愛｜ài 買｜bé 啥-物｜siánn-mih 禮-物｜lé-bu̍t 送｜sàng 予｜hōo 女-朋-友｜lú-pîng-iú 。｜.
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (IP
        (VP
          (ADVP (AD 猶-未｜Iáu-bē))
          (VP (VV 到｜kàu) (NP (NR 美-國｜Bí-kok)))))
      (PU ，｜,)
      (NP (NR 伊｜i))
      (VP
        (ADVP (AD 就｜tō))
        (VP
          (VV 開-始｜khai-sí)
          (VP
            (VP (VV 咧｜leh) (NP (NN 煩-惱｜huân-ló)))
            (VP
              (VP
                (VV 愛｜ài)
                (NP
                  (IP (VP (VV 買｜bé) (NP (NN 啥-物｜siánn-mih))))
                  (NP (NN 禮-物｜lé-bu̍t))))
              (VP
                (VV 送｜sàng)
                (IP (VP (VV 予｜hōo) (NP (NN 女-朋-友｜lú-pîng-iú))))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"柑-仔｜Kam-á 猶-未｜iáu-bē 紅｜âng ，｜, 食-著｜tsia̍h-tio̍h 酸-酸｜sng-sng 。｜.
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 柑-仔｜Kam-á))
    (VP
      (VP (ADVP (AD 猶-未｜iáu-bē)) (VP (VA 紅｜âng)))
      (PU ，｜,)
      (VP (VV 食-著｜tsia̍h-tio̍h) (NP (NN 酸-酸｜sng-sng))))
    (PU 。｜.)))","['仔前變調&', '本調#', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 一｜tsi̍t 講｜kóng 伊｜i 考｜khó 無｜bô 好｜hó ，｜, 伊｜i 就｜tō 見-笑｜kiàn-siàu 轉｜tńg 受-氣-矣｜siū-khì-ah 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (PN 我｜Guá))
      (VP
        (ADVP (AD 一｜tsi̍t))
        (VP
          (VV 講｜kóng)
          (IP
            (NP (NR 伊｜i))
            (VP (VV 考｜khó) (IP (VP (VE 無｜bô) (NP (VA 好｜hó)))))))))
    (PU ，｜,)
    (CP
      (IP
        (NP (NR 伊｜i))
        (VP
          (ADVP (AD 就｜tō))
          (VP (VV 見-笑｜kiàn-siàu) (IP (VP (VV 轉｜tńg))))))
      (SP 受-氣-矣｜siū-khì-ah))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"橫-直｜Huâinn-ti̍t 按-怎｜án-tsuánn 講｜kóng 攏｜lóng 講｜kóng 袂｜bē 聽｜thiann ，｜, 我｜guá 已-經｜í-king 無-步｜bô-pōo ā｜ā 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 橫-直｜Huâinn-ti̍t))
      (VP
        (ADVP (AD 按-怎｜án-tsuánn))
        (VP
          (VV 講｜kóng)
          (IP (VP (VV 攏｜lóng) (IP (VP (VV 講｜kóng) (NP (NN 袂｜bē))))))
          (IP (VP (VV 聽｜thiann))))))
    (PU ，｜,)
    (IP
      (NP (PN 我｜guá))
      (VP
        (ADVP (AD 已-經｜í-king))
        (ADVP (AD 無-步｜bô-pōo))
        (VP (VV ā｜ā))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"橫-直｜Huâinn-ti̍t 你｜lí 按-怎｜án-tsuánn 講｜kóng 伊｜i 攏｜lóng 講｜kóng 袂｜bē 聽｜thiann ，｜, 我｜guá 早｜tsá 就｜tiō 無｜bô 啥｜siánn 想-欲｜siūnn-beh 插-伊-矣｜tshap-i-ah 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (VP
        (VV 橫-直｜Huâinn-ti̍t)
        (IP
          (NP (PN 你｜lí))
          (VP
            (ADVP (AD 按-怎｜án-tsuánn))
            (VP
              (VV 講｜kóng)
              (IP
                (IP
                  (NP (NR 伊｜i))
                  (VP
                    (VV 攏｜lóng)
                    (IP (VP (VV 講｜kóng) (NP (NN 袂｜bē))))))
                (IP (VP (VV 聽｜thiann)))))))))
    (PU ，｜,)
    (IP
      (NP (PN 我｜guá))
      (VP
        (ADVP (AD 早｜tsá))
        (ADVP (AD 就｜tiō))
        (VP
          (VE 無｜bô)
          (IP
            (NP (DP (DT 啥｜siánn)) (NP (NN 想-欲｜siūnn-beh)))
            (VP (VV 插-伊-矣｜tshap-i-ah))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 千-萬｜tshian-bān 毋-通｜m̄-thang 共｜kā 人｜lâng 講｜kóng 我｜guá 著｜tio̍h 一-千-萬｜tsi̍t-tshing-bān 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 你｜Lí))
    (VP
      (ADVP (AD 千-萬｜tshian-bān))
      (VP
        (VV 毋-通｜m̄-thang)
        (NP (ADVP (AD 共｜kā)) (NP (NN 人｜lâng)))
        (IP
          (VP
            (VV 講｜kóng)
            (IP
              (NP (PN 我｜guá))
              (VP (AS 著｜tio̍h) (QP (CD 一-千-萬｜tsi̍t-tshing-bān))))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"是｜Sī 共｜kā 你｜lí 當-做｜tòng-tsò 兄-弟｜hiann-tī 才｜tsiah 講-的｜kóng-ê ，｜, 這｜tsit 筆｜pit 生-理｜sing-lí 你｜lí 千-萬｜tshian-bān 毋-通｜m̄-thang 共｜kā 別-人｜pa̍t-lâng 講｜kóng 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (VC 是｜Sī)
      (IP
        (ADVP (AD 共｜kā))
        (NP (PN 你｜lí))
        (VP (VV 當-做｜tòng-tsò) (NP (NN 兄-弟｜hiann-tī)))
        (DVP (ADVP (AD 才｜tsiah)) (DEV 講-的｜kóng-ê))
        (PU ，｜,)
        (NP (DP (DT 這｜tsit) (CLP (M 筆｜pit))) (NP (NN 生-理｜sing-lí)))
        (NP (PN 你｜lí))
        (VP
          (ADVP (AD 千-萬｜tshian-bān))
          (VP
            (VV 毋-通｜m̄-thang)
            (IP
              (ADVP (AD 共｜kā))
              (NP (NN 別-人｜pa̍t-lâng))
              (VP (VV 講｜kóng)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"人｜Lâng 毋｜m̄ 知-影｜tsai-iánn 你｜lí 欲｜beh 來｜lâi ，｜, 無｜bô 我｜guá 就｜tō 妝｜tsng 較｜khah 媠-咧｜suí-leh 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (NN 人｜Lâng))
      (VP
        (ADVP (AD 毋｜m̄))
        (VP
          (VV 知-影｜tsai-iánn)
          (IP (NP (PN 你｜lí)) (VP (VRD (VV 欲｜beh) (VV 來｜lâi)))))))
    (PU ，｜,)
    (IP
      (IP (VP (VE 無｜bô) (NP (PN 我｜guá))))
      (VP
        (ADVP (AD 就｜tō))
        (VP
          (VV 妝｜tsng)
          (IP (VP (ADVP (AD 較｜khah)) (VP (VV 媠-咧｜suí-leh)))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 提｜the̍h 啥｜siánn 佮｜kah 人｜lâng 比｜pí ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (NP (PN 你｜Lí))
      (VP
        (VV 提｜the̍h)
        (IP
          (NP (DP (DT 啥｜siánn)) (NP (NN 佮｜kah) (NN 人｜lâng)))
          (VP (VV 比｜pí)))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"無｜Bô 食-過｜tsia̍h-kuè 遮-爾｜tsiah-nī 好-食-的｜hó-tsia̍h-ê 。｜.
","['Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP
      (CP
        (IP
          (VP (VE 無｜Bô) (AS 食-過｜tsia̍h-kuè) (NP (NN 遮-爾｜tsiah-nī))))
        (DEC 好-食-的｜hó-tsia̍h-ê)))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '本調#', '毋是台語']"
"煞｜Suah 毋｜m̄ 知｜tsai 咧｜leh 嫌｜hiâm 薪-水｜sin-suí 傷｜siunn 少｜tsió 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP
      (ADVP (AD 煞｜Suah))
      (ADVP (AD 毋｜m̄))
      (VP
        (VV 知｜tsai)
        (IP
          (NP (NN 咧｜leh))
          (VP
            (VP (VV 嫌｜hiâm) (NP (NN 薪-水｜sin-suí) (NN 傷｜siunn)))
            (VP (VA 少｜tsió))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"哪｜Ná 會｜ē 咧｜leh 無｜bô 歡-喜｜huann-hí ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 哪｜Ná))
    (VP
      (VV 會｜ē)
      (VP (VV 咧｜leh) (VP (VE 無｜bô) (NP (NN 歡-喜｜huann-hí)))))
    (PU ？｜?)))","['規則變調', '規則變調', '再變調$', '規則變調', '規則變調', '本調#', '毋是台語']"
"免｜Bián 你｜lí 家-婆｜ke-pô 。｜.
","['Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (VV 免｜Bián) (NP (NP (PN 你｜lí)) (NP (NN 家-婆｜ke-pô))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"阮｜Gún 遮｜tsia 毋-免｜m̄-bián 你｜lí 家-婆｜ke-pô 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (NR 阮｜Gún))
    (VP
      (VV 遮｜tsia)
      (IP
        (VP (VV 毋-免｜m̄-bián) (NP (NP (PN 你｜lí)) (NP (NN 家-婆｜ke-pô))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"假-使｜Ká-sú 免｜bián 做-兵｜tsò-ping 偌｜guā 好-咧｜hó-leh 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (CP
      (ADVP (CS 假-使｜Ká-sú))
      (IP
        (VP
          (IP (VP (VV 免｜bián) (NP (NN 做-兵｜tsò-ping))))
          (VP (VV 偌｜guā) (NP (NN 好-咧｜hó-leh))))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"若｜Nā 免｜bián 上-班｜siōng-pan 就｜tō 有｜ū 錢｜tsînn 我｜guá 隨｜suî 辭｜sî 頭-路｜thâu-lōo 。｜.
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (IP
      (CP
        (ADVP (CS 若｜Nā))
        (IP (VP (VV 免｜bián) (NP (NN 上-班｜siōng-pan)))))
      (VP (ADVP (AD 就｜tō)) (VP (VE 有｜ū) (NP (NN 錢｜tsînn)))))
    (NP (PN 我｜guá))
    (VP (P 隨｜suî) (IP (VP (VV 辭｜sî) (NP (NN 頭-路｜thâu-lōo)))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"睏｜Khùn 罔｜bóng 睏｜khùn ，｜, 莫｜mài 陷-眠｜hām-bîn ，｜, 免｜bián 數-想｜siàu-siūnn ā-啦｜ā-lah 。｜。
","['Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na']","(ROOT
  (CP
    (IP
      (VP
        (VP (ADVP (AD 睏｜Khùn)) (VP (VV 罔｜bóng) (NP (NN 睏｜khùn))))
        (PU ，｜,)
        (VP (ADVP (AD 莫｜mài)) (VP (VV 陷-眠｜hām-bîn)))))
    (PU ，｜,)
    (CP
      (IP (VP (VV 免｜bián) (IP (VP (VV 數-想｜siàu-siūnn)))))
      (SP ā-啦｜ā-lah))
    (PU 。｜。)))","['規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"袂-當｜Bē-tàng 偷-食-步｜thau-tsia̍h-pōo 。｜.
","['Na', 'Na', 'PUNC']","(ROOT
  (IP
    (VP (NP (ADJP (JJ 袂-當｜Bē-tàng)) (NP (NN 偷-食-步｜thau-tsia̍h-pōo))))
    (PU 。｜.)))","['規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"無｜Bô 要-緊｜iàu-kín 。｜.
","['Na', 'Na', 'PUNC']",(ROOT (IP (VP (VE 無｜Bô) (NP (VA 要-緊｜iàu-kín))) (PU 。｜.))),"['規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 欲｜beh 去｜khì Seven｜Seven ，｜, 敢｜kám 愛｜ài 鬥｜tàu 買｜bé 啥-轉-來｜siannh-tńg-lâi ？｜?
","['Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (VV 欲｜beh)
      (VP
        (VP (VV 去｜khì) (NP (NR Seven｜Seven)))
        (PU ，｜,)
        (VP
          (VV 敢｜kám)
          (VP
            (VNV (VV 愛｜ài) (VV 鬥｜tàu))
            (VP (VCD (VV 買｜bé) (VV 啥-轉-來｜siannh-tńg-lâi)))))))
    (PU ？｜?)))","['規則變調', '再變調$', '再變調$', '毋是台語', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"你｜Lí 佇｜tī Fb｜Fb 有｜ū 偌-濟｜juā-tsē 朋-友-啊｜pîng-iú-ah ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (CP
    (IP
      (NP (PN 你｜Lí))
      (VP
        (VV 佇｜tī)
        (IP (NP (NN Fb｜Fb)) (VP (VE 有｜ū) (NP (NR 偌-濟｜juā-tsē))))))
    (SP 朋-友-啊｜pîng-iú-ah)
    (PU ？｜?)))","['規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
"我｜Guá 明-明｜bîng-bîng 就｜tō 是｜sī 用｜iōng 生-日｜senn-ji̍t 做｜tsò Fb｜Fb 的｜ê 密-碼｜bi̍t-bé ，｜, 哪｜ná 會｜ē 一-直｜it-ti̍t 無-法-度｜bô-huat-tōo 登-入｜ting-ji̍p ？｜?
","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC', 'Na', 'Na', 'Na', 'Na', 'Na', 'PUNC']","(ROOT
  (IP
    (NP (PN 我｜Guá))
    (VP
      (ADVP (AD 明-明｜bîng-bîng))
      (ADVP (AD 就｜tō))
      (VP
        (VC 是｜sī)
        (NP
          (CP
            (IP
              (VP
                (PP (P 用｜iōng) (NP (NN 生-日｜senn-ji̍t)))
                (VP (VV 做｜tsò) (NP (NN Fb｜Fb)))))
            (DEC 的｜ê))
          (NP (NN 密-碼｜bi̍t-bé)))))
    (PU ，｜,)
    (IP
      (NP (PN 哪｜ná))
      (VP
        (VV 會｜ē)
        (VP
          (ADVP (AD 一-直｜it-ti̍t))
          (VP (VSB (VV 無-法-度｜bô-huat-tōo) (VV 登-入｜ting-ji̍p))))))
    (PU ？｜?)))","['規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '毋是台語', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '規則變調', '本調#', '毋是台語']"
